QKV,10,1,1,1,64,768,1
QxK_T,10,1,1,1,10,64,1
QxK_TxV,10,1,1,1,64,10,1
Concat*W0,10,1,1,1,768,768,1
FF1,10,1,1,1,3072,768,1
FF2,10,1,1,1,768,3072,1
QKV,10,1,1,1,64,768,1
QxK_T,10,1,1,1,10,64,1
QxK_TxV,10,1,1,1,64,10,1
Concat*W0,10,1,1,1,768,768,1
FF1,10,1,1,1,3072,768,1
FF2,10,1,1,1,768,3072,1
